T (K) rhol (kg/m3) rhov (kg/m3) P (bar) DeltaHv (kJ/mol)
540.0	418.930757406	80.1036538012	18.5794465442	17.351192874
530.0	442.201919491	65.036569736	16.0540435433	19.5256190951
520.0	462.275335653	53.3339139254	13.8256183245	21.3913158216
510.0	479.881715656	44.1085262661	11.8322335709	23.0071474569
500.0	495.700798424	36.5940946205	10.015034413	24.4320724991
490.0	510.328624961	30.4255983773	8.49849796707	25.7455223843
480.0	523.89354933	25.2163749963	7.11659523898	26.9399187449
470.0	536.721725936	20.8137431034	5.88284921504	28.0382232112
460.0	548.950017357	17.1089509371	4.85982875498	29.0863645402
450.0	560.460108805	13.9759848226	3.97467451214	30.0582318474
440.0	571.196983854	11.3321062436	3.20285275625	30.9400215047
430.0	581.405665092	9.11456380978	2.56043283409	31.771166951
420.0	591.669491124	7.26469201301	2.05304288233	32.6296888361
410.0	602.117351273	5.72109498322	1.55939915814	33.3593549232
400.0	612.184322861	4.45553027514	1.24850481899	34.2553312796
390.0	621.731990237	3.41878995261	0.923141905011	34.9036993562
380.0	631.613985971	2.58256649375	0.648999215889	35.4656827788
370.0	641.484224349	1.91803769556	0.481896030871	36.2311936765
